Organization/Person Name,Description,Organization/Person Name URL,Specific VC Binary
James Lindenbaum,"James is a hacker and serial entrepreneur with a background in product development, user experience design, platform marketing, and cloud te...",https://www.crunchbase.com/person/james-lindenbaum,
H2020-SME-Instrument program,H2020-SME-Instrument program,https://www.crunchbase.com/organization/h2020-sme-instrument-program,
Azione Capital Pte Ltd,Azione Capital Pte Ltd is a seed stage venture capital investment company with its startup business incubator physically headquartered in,https://www.crunchbase.com/organization/azione-capital-pte-ltd,
Jeff Pulver,Jeff Pulver is the Chairman and CEO of PulveREDU.,https://www.crunchbase.com/person/jeff-pulver,
Asher Delug,Asher Delug is a Los Angeles and Europe-based tech entrepreneur and investor.  Asher has co-founded several companies including publically t...,https://www.crunchbase.com/person/asher-delug,
Archimedia,"Archimedia is a creator of and an investor in consumer, TMT and real estate driven businesses.",https://www.crunchbase.com/organization/archimedia-investments,
Nicholas Chan,"Nicholas Chan (full name: Chan Chiang Joo, Nicholas; simplified Chinese: æ›¾é•¿è£•; Pinyin: Zeng Zhangyu) is a Singapore serial entrepreneur...",https://www.crunchbase.com/person/nicholas-chan,
Taher Haveliwala,CoFounder Kaltix (acquired by Google in 2003). Stanford University CS PhD. Angel Investor.,https://www.crunchbase.com/person/taher-haveliwala,
Pascal Cagni,"Pascal Cagni was born on October 28, 1961 and is a specialist in the European digital economy. He advises and invests in startups and contri...",https://www.crunchbase.com/person/pascal-cagni,
Peter Schuepbach,"Peter Schüpbach , 53, investor and founder of SwissCommerce a platform and incubator for niche market ecommerce.   He founded in 2008 Fash...",https://www.crunchbase.com/person/peter-schuepbach,
Millicom (Tigo),Millicom (Tigo) offers a range of digital services to over 50 million customers primarily under the Tigo brand.,https://www.crunchbase.com/organization/millicom-systems,
Leonid Gluzman,Leonid Gluzman,https://www.crunchbase.com/person/leonid-gluzman,
Jose Marin,Jose Marin is the CFO of Hemav Technology.,https://www.crunchbase.com/person/jose-marin,
Pragma,Pragma is an investment banking company that offers various financial advisory services.,https://www.crunchbase.com/organization/pragma-42ec,
Klever Internet,Stage-agnostic venture capital firm,https://www.crunchbase.com/organization/klever-internet-investments-limited,
Etohum,"Etohum, a Turkish startup accelerator program, provides budding entrepreneurs with mentorship, seed funding, and other support services.",https://www.crunchbase.com/organization/etohum,
TechSquare,TechSquare is a business and startup space near Prokop Valley.,https://www.crunchbase.com/organization/techsquare-2,
Slamdunk Capital,Slamdunk Capital is a Berlin-based angel investment fund focused on internet and technology-driven companies.,https://www.crunchbase.com/organization/slamdunk-capital,
Parkview Ventures,"We provide expert advice on Mergers & Acquisitions, Strategic Investments and Joint Ventures. We are 100% focused on the Internet industry,.",https://www.crunchbase.com/organization/parkview-ventures,
Tobias Reichmuth,Tobias Reichmuth - Founding Partner at Maximon - The Longevity Company Builder @ Maximon,https://www.crunchbase.com/person/tobias-reichmuth,
Iñaki Arrola,Iñaki Arrola is the Founder of VitaminaK.  He was a Founder at Coches.com He attended the Universidad CEU San Pablo.,https://www.crunchbase.com/person/iaki-arrola,
Direct Group,"Direct Group offers a range of insurance services, including distribution and claims management and validation services.",https://www.crunchbase.com/organization/direct-group,
Christian Wenger,Christian Wenger - Chairman @ Startup INVEST,https://www.crunchbase.com/person/christian-wenger,
Toni Salvatella,Toni Salvatella is the CMO at Aparca&Go. He attended Autonomous University of Barcelona.,https://www.crunchbase.com/person/toni-salvatella,
Ruben Ferreiro,Ruben Ferreiro is the Founder and CEO of VIKO GROUP. He previously worked at ELOGIA as a CEO. Ruben Ferreiro attended M4c Academy.,https://www.crunchbase.com/person/ruben-ferreiro,
Pirate Impact,Pirate Impact is a Family office with focus on stage-agnostic direct investments in climate-tech & social impact companies in the EU & US.,https://www.crunchbase.com/organization/pirate-impact,
Cornerstone Partners,Cornerstone Partners is an angel syndicate which backs exceptional black and diverse founders across the UK.,https://www.crunchbase.com/organization/cornerstone-partners-26d0,
Sergey Gribov,Sergey Gribov is a General Partner at Flint Capital.,https://www.crunchbase.com/person/sergey-gribov,
iVentureCapital,"iVentureCapital is a digital production of online portals, mobile apps, and online games, and providing marketing services.",https://www.crunchbase.com/organization/iventurecapital,
Moaffak Ahmed,"Serial entrepreneur and hands-on early stage investor with over 25 years of marketing and business development experience in Europe, North A...",https://www.crunchbase.com/person/moaffak-ahmed,
Adrian Locher,"Adrian Locher is the Founder, CEO and General Partner of Merantix. He Kausa as a Board Member.Adrian Locher attended the University of St.Ga...",https://www.crunchbase.com/person/adrian-locher,
Paolo Barberis,Paolo Barberis is the Founder of Nana Bianca. He previously worked at Presidency of the Council of Ministers as an Innovation Adviser to the...,https://www.crunchbase.com/person/paolo-barberis,
Cameron Parry,"Serial founder and Chief Executive of listed fintech and natural resources public companies, including the world’s first blockchain company ...",https://www.crunchbase.com/person/cameron-parry,
Orion Henry,""" Without him, someone would have to look inside the black boxes that do all the magic. Quote (to Adam): ""That sounds good. I'm going to...",https://www.crunchbase.com/person/orion-henry,
Axel Serena,Axel Serena is the Director and Investor of Alva House Capital and Alva Ventures,https://www.crunchbase.com/person/axel-serena-2,
iMinds,"Minds is Flanders' digital research center and business incubator, established by the Flemish government in 2004.",https://www.crunchbase.com/organization/iminds,
MyBey Ventures,"Mybey Ventures makes early-stage investments in startups and helps with Marketing, business strategy, and next-round financing.",https://www.crunchbase.com/organization/mybey-ventures,
Philippe Bubb,"Philippe Bubb is the Founder at session.vc. Philippe Bubb attended at University of St.Gallen - University of Economics, Law and Social Scie...",https://www.crunchbase.com/person/philippe-bubb,
Rémi Tuyaerts,Technology Executive passionate about incentivising people using technology.,https://www.crunchbase.com/person/remi-tuyaerts,
Robert Sansom,Dr. Robert Sansom is the Board Chairman of Netronome Systems Inc. He is an active angel investor and mentor to start-up businesses in the...,https://www.crunchbase.com/person/robert-sansom,
Horticoop,Horticoop is the incubator for investments in the horticultural sector,https://www.crunchbase.com/organization/horticoop-9fa3,
Alex Orap,Alex Orap - Founder @ YouScan,https://www.crunchbase.com/person/alexey-orap,
Next Generation Finance,NGF invests in companies which are well positioned to benefit from new megatrends in finance.,https://www.crunchbase.com/organization/next-generation-finance,
Richard Titus,Richard Titus currently works as an Advisor to global founders and firms for Andronik Ltd. He previously worked at AIKON as a Chairman of th...,https://www.crunchbase.com/person/richard-titus,
Sir Stuart Rose,"Rose first joined Marks & Spencer in 1972, as a management trainee. Rose remained with Marks & Spencer until 1989, when he joined the Burton...",https://www.crunchbase.com/person/sir-stuart-rose,
Oksana Stowe,"Before Redrice, Oksana lead True Seed Fund and has invested in a number of successful early-stage companies.",https://www.crunchbase.com/person/oksana-stowe,
Matteo Fago,Matteo Fago,https://www.crunchbase.com/person/matteo-fago,
Ariel Yaar,Ariel Yaar is the VP of Research and Development at altshare.,https://www.crunchbase.com/person/ariel-yaar,
Serge Alleyne,Serge Alleyne is a co-founder and co-CEO at Shipfix.,https://www.crunchbase.com/person/serge-alleyne,
Roger Casals,"Currently, co-Founder and CEO of Plazah",https://www.crunchbase.com/person/roger-casals,
Pekka Vartiainen,Pekka Vartiainen - Board Member @ Inbot,https://www.crunchbase.com/person/pekka-vartiainen,
iLab Ventures,iLab Ventures is a venture capital company seeking to invest in Turkish companies with high growth potential.,https://www.crunchbase.com/organization/ilab-ventures,
Metellus,Metellus is a private investment firm that specializes in direct investments and active ownership.,https://www.crunchbase.com/organization/metellus,
Logos Portfolio,Logos Portfolio is a asset management firm.,https://www.crunchbase.com/organization/logos-portfolio,
Teres Capital,Teres Capital is a venture capital firm that provides a financial platform for business development.,https://www.crunchbase.com/organization/teres-capital-ltd,
Floris Rost van Tonningen,Floris Rost van Tonningen is a Partner at Duke & Duke. Previously he was worked with Hyves as a Chief Product Officer.,https://www.crunchbase.com/person/floris-rost-van-tonningen,
Blaine Cook,Blaine Cook is the former Architect at Twitter. Before his departure he focused on building and maintaining Twitterâ€™s Jabber-based real-ti...,https://www.crunchbase.com/person/blaine-cook,
USM Holdings,"USM Holdings is a holding company with interests across the metals and mining, telecoms, technology and internet sectors.",https://www.crunchbase.com/organization/usm-holdings,
Priyanka Gill,"Priyanka Gill is based out of London, England and is the Founder and CEO of Coluxe. Priyanka previously worked at Kalaari Capital as a Ventu...",https://www.crunchbase.com/person/priyanka-gill,
Algae,Algae is a platform whose mission is to empower millennials through modern and regenerative real estate investing from 10€.,https://www.crunchbase.com/organization/algae,
East Midlands Development Agency,The East Midlands Development Agency (EMDA) ran a small business competition called Anubis via a company called EMNET.,https://www.crunchbase.com/organization/east-midlands-development-agency,
TechInvest,TechInvest is an Austrian technology financing company.,https://www.crunchbase.com/organization/techinvest-46af,
BIG BOOSTER,"International Start-ups Acceleration Program connecting Lyon France - Masschallenge Boston for digital, environment and healthcare",https://www.crunchbase.com/organization/big-booster,
Groupe Revue Fiduciaire,"Groupe Revue Fiduciaire is software traning institute and prove online services and training, job consulting services.",https://www.crunchbase.com/organization/groupe-revue-fiduciaire,
Philippe Cases,"Philippe Cases joined [Partech](/financial-organization/partech) in 1997 and focuses on software. Prior to joining Partech, Philippe was a ...",https://www.crunchbase.com/person/philippe-cases,
Best Business Group,Best Business Group is a multi-industry holding company that focuses on the development of housing and communal services.,https://www.crunchbase.com/organization/best-business-group,
Tim Cederman-Haysom,Tim Cederman-Haysom is the Product leader at Pyn. He attended The University of Queensland.,https://www.crunchbase.com/person/tim-cederman-haysom,
Nils Winkler,Nils Winkler,https://www.crunchbase.com/person/nils-winkler,
Marek Gmyrek,Marek Gmyrek - Advisor @ Contactis Group Sp. z o.o.,https://www.crunchbase.com/person/marek-gmyrek,
Carl Palmstierna,Executive chairman and General Manager of Valbay Swedish branch office.  Previously Partner and CEO of ABG Sundal Collier (2002-2008) as ...,https://www.crunchbase.com/person/carl-palmstierna,
Jens Christensen,Jens Christensen,https://www.crunchbase.com/person/jens-christensen,
Askne Invest,Seed Angel Investor,https://www.crunchbase.com/organization/askne-invest,
Ledger,Ledger provides security and infrastructure solutions to critical digital assets for consumers and institutional investors.,https://www.crunchbase.com/organization/ledger-2,
Princeton University,Princeton University is a private Ivy League university that offers a variety of master’s degrees and Ph. D.s.,https://www.crunchbase.com/organization/princeton-university,
Sika,Sika manufactures construction materials and offers related services.,https://www.crunchbase.com/organization/sika-ag,
Hospital for Special Surgery,Hospital for special surgery is the top ranked new york hospital for orthopedics and rheumatology.,https://www.crunchbase.com/organization/hospital-for-special-surgery,
Turkcell,Turkcell is a GSM-based mobile communications company providing a variety of audio and data communication services.,https://www.crunchbase.com/organization/turkcell,
Papara,Papara is a financial technology company that strives to create a new experience by offering competitive and user-oriented solutions.,https://www.crunchbase.com/organization/papara,
EasyJet,EasyJet plc is a United Kingdom-based short-haul airline. The Company operates in the short-haul European aviation market.,https://www.crunchbase.com/organization/easyjet-plc,
Funding Circle,Funding Circle is a lending platform for small businesses.,https://www.crunchbase.com/organization/funding-circle,
Voodoo,Voodoo is a leading tech company that creates mobile games and apps.,https://www.crunchbase.com/organization/voodoo-e334,
Safe,Safe accelerating the transition to Smart Accounts.,https://www.crunchbase.com/organization/safe-3c5f,
Boost Capital,"Boost Capital enables micro-loans through smartphones, cheaper and easier.",https://www.crunchbase.com/organization/boost-capital-db96,
DNV,"DNV provides digital solutions for managing risk and improving safety and asset performance for ships, pipelines and more.",https://www.crunchbase.com/organization/dnv,
Status.im,"Status.im is a mobile ethereum OS that gives users the power to chat, transact, and access a world of DApps on the decentralized web.",https://www.crunchbase.com/organization/status-im,
ChromaWay,ChromaWay is a relational blockchain platform designed to enable a new generation of enterprise applications.,https://www.crunchbase.com/organization/chromaway,
Seed-X,"Agriculture, Deep Learning, Machine Learning, Seeds, Phenotype to Genotype, AI",https://www.crunchbase.com/organization/seed-x,
Rewired,"Launched in summer 2017, Rewired is a deep-tech fund, investing in applied science and technologies that advance machine perception.",https://www.crunchbase.com/organization/rewired,
Voyager,Voyager offers a secure way to invest in cryptocurrencies and altcoins using its mobile application.,https://www.crunchbase.com/organization/voyager-8d36,
Nemetschek Group,The Nemetschek Group is a pioneer for digital transformation in the AEC/O and the media & entertainment industry.,https://www.crunchbase.com/organization/nemetschek-group,
Deniz Ventures,Deniz Ventures is the corporate venture capital fund of DenizBank Financial Services Group.,https://www.crunchbase.com/organization/denizbank-9d22,
One planetcrowd,Oneplanetcrowd is the sustainable crowdfunding platform in Europe.,https://www.crunchbase.com/organization/one-planetcrowd,
Portage Biotech,Portage Biotech is a pharmaceutical company that identifies and develops best-in-class or first-in-class early-to-mid stage products.,https://www.crunchbase.com/organization/portage-biotech,
TokenInsight,TokenInsight is dedicated towards providing accurate data and ratings for cryptocurrency projects.,https://www.crunchbase.com/organization/tokeninsight,
FoodSeed,"FoodSeed, the national Agrifoodtech program in Italy, along with CDP Venture Capital Sgr, Fondazione Cariverona, and UniCredit.",https://www.crunchbase.com/organization/foodseed,
Elior Group,"Elior Group operates in contract catering, concession catering, and support services.",https://www.crunchbase.com/organization/elior-group,
Ingenico,Ingenico is the global leader in payment acceptance and services.,https://www.crunchbase.com/organization/ingenico-group-2,
ROCA Partners,ROCA Partners is a private equity investment firm that provides consumer services companies with capital resources to accelerate growth.,https://www.crunchbase.com/organization/roca-partners,
Next Mobility Labs,Growing sustainable digital mobility startups,https://www.crunchbase.com/organization/next-mobility-labs,
SmartAngels.fr,SmartAngels is the crowdfunding platform dedicated to capital investment of start-ups and growth SMEs.,https://www.crunchbase.com/organization/smartangels-fr,
G2H2 Capital,Investing in expertly sourced initial coin offerings that undergo deep-dive technical validation  and generate rapid returns.,https://www.crunchbase.com/organization/g2h2-capital,
InfoCapital Group,Private Investment Company,https://www.crunchbase.com/organization/infocapital-group,
Banca Ifis,Banca Ifis is a banking group that supports the real economy by positioning itself in market segments.,https://www.crunchbase.com/organization/banca-ifis,
Luminary Labs,A consultancy that develops strategies and innovation systems for Fortune 500 & government leaders seeking to transform their organizations.,https://www.crunchbase.com/organization/luminary-labs,
Leila Zegna,Leila co-founded Kindred Capital in March 2015. Kindred aligns their ambitions and achievements with their portfolio. In structure and in s...,https://www.crunchbase.com/person/leila-zegna,
Miniclip,"Miniclip is a world-leading digital games company that creates, develops and publishes on Mobile, Web and Social platforms.",https://www.crunchbase.com/organization/miniclip,
Sixt Rental Cars,Sixt Rental Cars is a car and truck rental company also offering limousine service.,https://www.crunchbase.com/organization/sixt-rental-cars,
Centre for Process Innovation,"The CPI is a technology innovation center helps its clients develop, prove, prototype, and commercialize products and processes.",https://www.crunchbase.com/organization/centre-for-process-innovation,
Creative Dock,Creative Dock is a business growth engine for large companies.,https://www.crunchbase.com/organization/creative-dock,
DV Chain,The Leading One-Stop-Shop for Cryptocurrency Trading. 24/7 Global Liquidity & Market Making Services since 2016.,https://www.crunchbase.com/organization/dv-chain,
Thomas Mann,Thomas Paul Mann is the CEO and Founder at Raycast.,https://www.crunchbase.com/person/thomas-mann,
SuperCharger Ventures,SuperCharger Ventures is a EdTech accelerator dedicated to business development.,https://www.crunchbase.com/organization/supercharger-ventures,
Newable,"Newable provides finance, consulting, and property services for start-ups, and small and medium-sized businesses in the UK.",https://www.crunchbase.com/organization/newable,
Labora Group,Labora Group is the single family office dedicated to managing the affairs of the Mackie Family.,https://www.crunchbase.com/organization/labora-group,
Vesper Holding,Supporting early-stage startups.,https://www.crunchbase.com/organization/vesper-holding,
Novum Capital Partners,Novum Capital Partners is a Swiss multi-family office.,https://www.crunchbase.com/organization/novum-capital-partners,
SYBO Games,"SYBO Games is an independent game development studio, co-creators.",https://www.crunchbase.com/organization/sybo-games,
Heino Group,"Heino Group is a food and drink company that grown into an active entrepreneur, investor, owner and supporter of foodtech companies.",https://www.crunchbase.com/organization/heino-group,
Angel Investors,Angel Investors,https://www.crunchbase.com/person/angel-investor-25ef,
1C Company,"1C Company engages in the development, distribution, publishing, and support of mass-market software.",https://www.crunchbase.com/organization/1c-company,
KBI Biopharma,"KBI Biopharma, Inc. (KBI) is a leading development and contract manufacturing organization serving the biopharmaceutical industry. We help",https://www.crunchbase.com/organization/kbi-biopharma,
Slaughter and May,Slaughter and May is an international law firm headquartered in London and a member of the Magic Circle of elite UK law firms,https://www.crunchbase.com/organization/slaughter-and-may,
Albaraka Turk,Albaraka Turk specializes in providing financial services through its branches.,https://www.crunchbase.com/organization/albaraka-turk,
Access Entertainment,"Access Entertainment is a division of Access Industries focused on investments across television, film, theatre, and digital.",https://www.crunchbase.com/organization/access-entertainment,
Andrey Doronichev,Andrey Doronichev is the Founder and CEO of OPTIC. He previously worked at Mesto as a Co-Founder. Andrey Doronichev attended the University ...,https://www.crunchbase.com/person/andrey-doronichev,
Keyrus,Keyrus is a specialist in performance management consulting and the integration of innovative technological solutions.,https://www.crunchbase.com/organization/keyrus,
T3 Girişim Merkezi,T3 Startup Center enables talented young people and people of all ages to participate in technology development processes.,https://www.crunchbase.com/organization/t3-girişim-merkezi,
Corecam Family Office,Corecam is the family office arm of Corecam Investment Group.,https://www.crunchbase.com/organization/corecam-family-office,
Coutts,Private bank and wealth manager owned by the RBS Group. It is the seventh oldest bank in the world.,https://www.crunchbase.com/organization/coutts,
stakefish,"We are the leading staking service provider for blockchain projects. Delegate to us, stake with us.",https://www.crunchbase.com/organization/stakefish,
Torsten Reil,Torsten Reil is Co Founder and CEO at Helsing.  He holds a BA in Biology from Oxford University and an MSc in Evolutionary and Adaptive Sys...,https://www.crunchbase.com/person/torsten-reil,
BC Capital,BC Capital is an investment management firm.,https://www.crunchbase.com/organization/bc-capital,
Ryan Faber,Ryan Faber is the Founder & CEO at Flatiron,https://www.crunchbase.com/person/ryan-faber,
Skybound Capital,Skybound Capital is a global wealth management business,https://www.crunchbase.com/organization/skybound-capital,
Baris Aksoy,"Baris is a General Partner at AV8 Ventures. He joined AV8 from Google, where he served as the Head of Global Strategic Business Development ...",https://www.crunchbase.com/person/baris-aksoy,
Stealth Mode,Stealth,https://www.crunchbase.com/organization/sateeq,
3xP Global,3xP Global is an Independent asset management firm.,https://www.crunchbase.com/organization/3xp-global,
KOIS,KOIS is a firm specialized in impact investing.,https://www.crunchbase.com/organization/kois-0136,
Crédit Agricole Centre-Est,Crédit Agricole Centre-Est is a regional cooperative bank.,https://www.crunchbase.com/organization/crédit-agricole-centre-est,
Gregory Milken," Gregory Milken is Managing Director at March Capital Partners, where he focuses on investments in digital media, gaming and esports. Gregor...",https://www.crunchbase.com/person/gregory-milken,
Cem Ortabaş,Cem Ortabaş is a Co-Founder at HubX. He attended Koç University during 2012-2017.,https://www.crunchbase.com/person/cem-ortabaş,
Perry Oostdam,Perry Oostdam is the Co-Founder & CEO at Recruitee. He attended Erasmus University Rotterdam.,https://www.crunchbase.com/person/perry-oostdam,
Paul Bragiel,Paul Bragiel is the Managing Partner of Bragiel Brothers. He previously worked at the United Republic of Tanzania as an Advisor. Paul Bragie...,https://www.crunchbase.com/person/paul-bragiel,
Neudi & Co,Neudi & Co is a family-owned investment company.,https://www.crunchbase.com/organization/ernström-co,
NCH Capital,"NCH Capital is an investment management company specializing in investment, management, and technical services.",https://www.crunchbase.com/organization/nch-capital,
Avi Meir,"Avi Meir is the Co-Founder & CEO of TravelPerk, a ground-breaking business travel platform offering companies of any size a one-stop-shop to...",https://www.crunchbase.com/person/avi-meir,
Fiblac,Fiblac is a Family holding company.,https://www.crunchbase.com/organization/fiblac,
ING Belgium,"ING Belgium, the Belgian subsidiary of the ING Group, provides retail and commercial banking services to individuals and businesses.",https://www.crunchbase.com/organization/ing-belgium,
Koc GSYF VC,"The VC subsidiary of Koc Holding Group, one of the largest Holding Groups in EMEA and a Fortune 500 member.",https://www.crunchbase.com/organization/koc-gsyf-vc,
Ippen Media,Ippen Media is a multi-layered media company with a clear vision: growth for journalism with a promising future.,https://www.crunchbase.com/organization/ippen-media,
IBIS Capital,"IBIS Capital is an investment and corporate finance advisory group focusing on Media, Education, Training, and Health sectors.",https://www.crunchbase.com/organization/ibis-capital-ltd,
Eva Redhe,"Born 1962, board member since 2011. Eva Redhe, MBA, has more than 25 years of industrial experience covering positions as CEO and working ch...",https://www.crunchbase.com/person/eva-redhe,
Skåne Ventures,Skåne Ventures is a financial company that provide angels funding.,https://www.crunchbase.com/organization/fast-track-capital,
Ilan Abehassera,Ilan Abehassera is the Co-Founder and Investor of Origins Fund. He was a Co-Founder and CEO at Producteev. He attended Columbia Business Sch...,https://www.crunchbase.com/person/ilan-abehassera,
Bucky Moore,Bucky Moore is a Partner at Kleiner Perkins focusing on developer facing software and infrastructure investments. He is an early investor an...,https://www.crunchbase.com/person/bucky-moore,
Oskari Saarenmaa,Oskari Saarenmaa - CEO & Co-founder @ Aiven,https://www.crunchbase.com/person/oskari-saarenmaa,
Lean Venture,"Lean Venture is a network of business angels, innovation mentors and agile consultants",https://www.crunchbase.com/organization/lean-venture-llc,
Beamline,Early-stage cleantech startups' accelerator and fund.,https://www.crunchbase.com/organization/beamline-accelerator,
Shanti Bergel,"Shanti Bergel is the Founding General Partner of the Transcend Fund, the premiere early stage venture capital firm focused on games and digi...",https://www.crunchbase.com/person/shanti-bergel,
Ken Hertz,"Kenneth Hertz, is a Senior Partner in the Beverly Hills law firm of Hertz Lichtenstein & Young LLP. Ken and his partners specialize in repre...",https://www.crunchbase.com/person/ken-hertz,
Samsung Strategy and Innovation Center,SSIC is a global organization within Samsung's Device Solutions division focused on identifying and nurturing new technologies,https://www.crunchbase.com/organization/samsung-strategy-and-innovation-center,
James Berdigans,"James Berdigans is the Executive Chairman of Printify. He previously worked at Vendora Nordic AB as a Head of Sales, Baltic States Region. J...",https://www.crunchbase.com/person/james-berdigans,
ZTP - Ze 12th Player,ZTP est une entreprise au service des entreprises de la famille Mulliez à travers une vision commune : fédérer des entreprises performantes,https://www.crunchbase.com/organization/ztp,
Sacha Michaud,Sacha Michaud is an English entrepreneur with more than 15 years of experience in the online sector in Spain and an extensive experience in ...,https://www.crunchbase.com/person/sacha-michaud,
Pontos Group,Pontos is a family owned Finnish private equity and real estate investment company.,https://www.crunchbase.com/organization/pontos-group,
Dmitri Lipnitsky,"Dmitri Lipnitsky - Non-Executive Director, Co-Founder @ Gismart",https://www.crunchbase.com/person/dmitri-lipnitsky-2,
ASM Technologies,"ASM Technologies Limited is an IT Services organization established in 1992, is a pioneer in providing world Class Consulting Services",https://www.crunchbase.com/organization/asm-technologies-limited,
Mudassir Sheikha,"Mudassir Sheikha is the co-founder and CEO of Careem, MENA’s leading car booking service that is based out of Dubai and operates from Morocc...",https://www.crunchbase.com/person/mudassir-sheikha,
Craig Clemens,"Craig Clemens is a copywriter, brand strategist, and co-founder of Golden Hippo, which under his leadership has become one of the fastest gr...",https://www.crunchbase.com/person/craig-clemens-847a,
Cameleon Invest,Cameleon Invest is an investment holding and consulting firm.,https://www.crunchbase.com/organization/cameleon-invest,
First Eastern Investment Group,First Eastern Investment Group is a Hong Kong-based venture capital and equity firm that finances expansion stage companies.,https://www.crunchbase.com/organization/first-eastern-investment-group,
Max Kolysh,"Max Kolysh is the CEO and Founder at Dover, General Partner at Alloy Fund, and a Senior Venture Partner at Pioneer Fund. Prior to that, he w...",https://www.crunchbase.com/person/max-kolysh,
Ran Neuner,"Ran Neu Ner is the CEO of Onchain Capital, a Crypto Asset Fund and Advisory service. With an academic background in finance, Ran holds a Ba...",https://www.crunchbase.com/person/ran-neu-ner,
Decisive,"Decisive is a wealth advisory firm that offers finance management services for local individuals, families, and institutional investors.",https://www.crunchbase.com/organization/decisive-capital-management,
Global Trust Ventures,GT Ventures is a venture capital firm that maximizes local and international growth by investing in technology.,https://www.crunchbase.com/organization/global-trust-ventures-252b,
WP2 Investments,WP2 Investments makes investments ranging from pre-seed to A series.,https://www.crunchbase.com/organization/wp2-investments,
Arvato Bertelsmann,Arvato is an international service provider living on and with digital technology.,https://www.crunchbase.com/organization/arvato-bertelsmann,
MM Grupp,MM Grupp is a privately owned holding and investment company headquartered in Estonia. The group has made strategic investments in,https://www.crunchbase.com/organization/mm-grupp,
MEDKAP Investors,"Investor association in Switzerland with a focus on early-stage Medtech, Diagnostics, Digital Health and Techbio",https://www.crunchbase.com/organization/medkap-investors,
Agartha Fund LP,"Private equity fund for qualified investors registered with Financial Services Regulatory Authority of Abu Dhabi Global Market, UAE.",https://www.crunchbase.com/organization/agartha,
Almaral,Almaral provides risk management advice long-term strategy development budgeting operational function.,https://www.crunchbase.com/organization/almaral,
MTS Ventures,"MTS employs an intense, customer-driven method to produce success on every project.",https://www.crunchbase.com/organization/mts-ventures,
Türk Telekom,"Turk Telekom group provides integrated telecommunication services from PSTN, GSM to wide band internet.",https://www.crunchbase.com/organization/trk-telekom,
Enchant,"They invest in early stage consumer hardware startups up to $500,000.",https://www.crunchbase.com/organization/enchant-2,
Philipp Andernach,Philipp Andernach,https://www.crunchbase.com/person/philipp-andernach,
Igor Barinov,"Igor Barinov co-founder of Oracles Network, the first Ethereum-based public network with Proof of Authority consensus, reached by independen...",https://www.crunchbase.com/person/igor-barinov,
ShoeMoney Media Group,"ShoeMoney Media Group, Inc. develops and markets Web hosting products and security services for businesses and home-office entrepreneurs,",https://www.crunchbase.com/organization/shoemoney-media-group,
Hedef Portföy,Hedef Portföy provides active and qualified portfolio management services.,https://www.crunchbase.com/organization/hedef-portföy,
Everis Group,"Everis offers outgoing development through its highly trained and nurtured staff offering transparency, consistency and responsibility.",https://www.crunchbase.com/organization/everis-group,
Virat Kohli,Virat Kohli is the Founder of  FC Goa.,https://www.crunchbase.com/person/virat-kohli,
Ali Karabey,"Ali Karabey is a managing director at 212, a venture capital fund that focuses on investments in internet, communication and technology comp...",https://www.crunchbase.com/person/ali-karabey,
Growth Lending,Growth Lending is a digital platform that provides financial services for companies.,https://www.crunchbase.com/organization/growth-lending,
Pays de la Loire region,"REGION DES PAYS DE LA LOIRE is located in NANTES, PAYS-DE-LA-LOIRE, France and is part of the Government Industry.",https://www.crunchbase.com/organization/pays-de-la-loire-region,
Egmont Publishing,Egmont Publishing is the leading European producer and publisher of entertainment and reading experiences for children and young people.,https://www.crunchbase.com/organization/egmont-publishing,
Concorde Capital,"Concorde Capital is a leading investment company based in Ukraine and providing brokerage, investment banking and asset management services",https://www.crunchbase.com/organization/concorde-capital,
Mobivia Groupe,Mobivia Group is the European leader in multi-brands car equipments and a leading company.,https://www.crunchbase.com/organization/mobivia-groupe,
BnL Start Partners,BnL Start Partners is a B2B focused incubator,https://www.crunchbase.com/organization/bnl-start-partners,
Sino AG,Sino AG is a provider of online brokerage services for heavy traders.,https://www.crunchbase.com/organization/sino-ag,
MKS,MKS is a precious metals and financial services company part of the MKS PAMP GROUP.,https://www.crunchbase.com/organization/mks-alternative-investments,
Gate Inside Ventures,Gate Inside is a startup accelerator operates as a venture capital firm.,https://www.crunchbase.com/organization/gate-inside-ventures-2,
G Square Investment,G Square Investment is an investments services company that helps high potential opportunities to accelerate their growth.,https://www.crunchbase.com/organization/g-square-investment,
Yury Mazanik,"Yury is an accomplished entrepreneur and angel investor with a decade of experience in mobile applications, games, and ad networks. As the c...",https://www.crunchbase.com/person/yury-mazanik,
Neogen Capital,"Neogen Capital is incubate, invest in marketplaces (human resources, ecommerce, mobility)providing entrepreneurs with operational support.",https://www.crunchbase.com/organization/neogen-capital,
Thomas Witt,"With over two decades of experience as a tech entrepreneur and angel investor, I have a passion for building and scaling software companies....",https://www.crunchbase.com/person/thomas-witt,
Fabio Nalucci,Fabio Nalucci - CEO & Founder @ GELLIFY,https://www.crunchbase.com/person/fabio-nalucci,
Hristo Borisov,Hristo Borisov is a Co-Founder and Chief Executive Officer at Payhawk.,https://www.crunchbase.com/person/hristo-borisov,
Janna Ensthaler,Janna Ensthaler of Green Generation.,https://www.crunchbase.com/person/janna-ensthaler,
Pytch Ventures,M&A and FinTech ISO Consultancy Firm,https://www.crunchbase.com/organization/pytch-ventures,
