Organization/Person Name,Description,Organization/Person Name URL,Industry-Specific VC Binary,pred_label
Geometry Venture Development,Geometry Venture Development is a VC firm that specializes in rolling fund with capital for early stage startup investors.,https://www.crunchbase.com/organization/geometry-venture-development,,0
Spark Crowdfunding,Spark Crowdfunding is a Equity Crowdfunding Platform.,https://www.crunchbase.com/organization/spark-crowdfunding,,0
Consensus Lab,Consensus Lab is a blockchain investment company that combines technology and finance.,https://www.crunchbase.com/organization/consensus-lab-9e7d,,1
Xesgalicia,XesGalicia is a Galician Venture Capital Management firm.,https://www.crunchbase.com/organization/xesgallicia,,0
Eugene M. Lang Entrepreneurial Initiative Fund,The Lang Fund provides early stage investing opportunities to qualifying student business initiatives.,https://www.crunchbase.com/organization/columbia-university-lang-fund,,1
Nomad Ventures,"LA-based Early Stage VC Fund focused on Marketplace businesses founded by ex-Uber, Uber Eats, OpenDoor, and Bird team members.",https://www.crunchbase.com/organization/nomad-ventures,,0
Conexo Ventures,We invest in exceptional individuals with the passion for solving hard challenges and bringing disruptive innovation to high growth markets.,https://www.crunchbase.com/organization/conexo-ventures,,0
Honeystone Ventures,Honeystone ventures is an early-stage software fund that focuses on pre-seed and seed funds.,https://www.crunchbase.com/organization/honeystone-ventures,,0
Furthr VC,"Furthr VC is a relationship driven early stage VC investor, investing at Seed to Series A stage in Irish software and medtech companies.",https://www.crunchbase.com/organization/dbic-ventures,,0
Bonitás Ventures,Bonitás is a Hungarian private venture capital company.,https://www.crunchbase.com/organization/bonitás-venture-capital-fund,,0
Cargill Ventures,Cargill Ventures is a venture capital that invests in companies that works in different segments.,https://www.crunchbase.com/organization/cargill-ventures,,0
Taver Capital Partners,Taver Capital Partners is a venture fund that invests in early-stage artificial intelligence companies.,https://www.crunchbase.com/organization/taver-capital-partners,,1
Brightly Ventures,"Brightly Ventures is an investment firm supporting technology teams and companies who push the world forward, transforming industries.",https://www.crunchbase.com/organization/brightly-ventures,,0
Vendetta Capital,Vendetta Capital offers investing and portfolio management services in the marketing and blockchain technology sectors.,https://www.crunchbase.com/organization/vendetta-capital,,1
AVentures Capital,AVentures Capital is an early-stage venture firm investing in software technology company targeting US/global markets.,https://www.crunchbase.com/organization/aventures-capital,,0
Banca Sella Holding,"Banca Sella Holding provides services including management, coordination, control, trading, and treasury activities of financial sectors.",https://www.crunchbase.com/organization/banca-sella-holding,,0
Fides Capital,Fides Capital is an investment firm focused on seed and early-stage technology-based companies with scalable and tested B2B business models.,https://www.crunchbase.com/organization/fides-capital,,0
Euroventures,Euroventures is one of the longest-established and leading independent private equity and venture capital firms in Central Europe.,https://www.crunchbase.com/organization/euroventures,,0
TeleVenture Management,TeleVenture Capital AS is a venture capital firm that invests in information and communication technology sectors.,https://www.crunchbase.com/organization/televenture-management,,0
HATCH Aquaculture Accelerator,"HATCH Aquaculture Accelerator supports start-ups in the fields of aquaculture feed, health, genetics, tech and production.",https://www.crunchbase.com/organization/hatch-aquaculture-accelerator-2020,,1
Vector Capital,Vector Capital is a private equity firm specializing in transformational investments in established technology businesses.,https://www.crunchbase.com/organization/vector-capital,,0
Invitalia Ventures,"Invitalia Ventures provides hard-tech startups and SMEs with early stage venture investments and is based in Rome, Italy.",https://www.crunchbase.com/organization/invitalia-ventures,,0
KOI Ventures,"Holding, Venture Capital, Incubator",https://www.crunchbase.com/organization/koi-group,,0
GrainInnovate,GrainInnovate is the extensive agrifood network,https://www.crunchbase.com/organization/graininnovate,,1
fresh.fund,fresh.fund is a pre-seed venture capital fund that invests in Israeli startups across verticals and segments,https://www.crunchbase.com/organization/fresh-fund,,0
Rite Ventures,"Rite Ventures invests in Swedish and Finnish companies within IT-services, Software as a Service, and e-commerce.",https://www.crunchbase.com/organization/rite-internet-ventures,,0
The Springfield Project,The Springfield Project is a Stockholm-based early stage investment firm that finances startups with the focus to help entrepreneurs.,https://www.crunchbase.com/organization/the-springfield-project,,0
Partisan Management Group,"Partisan Management Group is a highly successful, early stage venture capital investor in medical device companies.",https://www.crunchbase.com/organization/partisan-management-group,,1
Fjord Invest,Fjord Invest Management AS manages four private equity-funds ranging over the whole lifecycle of companies.,https://www.crunchbase.com/organization/fjord-invest,,0
Flat Capital,"Flat Capital invest in people who are passionate, dedicated, have potential and skin in the game.",https://www.crunchbase.com/organization/flat-capital,,0
Pipeline Capital,Pipeline Capital Partners is a seed-stage venture capital fund.,https://www.crunchbase.com/organization/pipeline-capital,,0
Loudspring,Loudspring is focused on funding and commercializing companies rooted in the Finnish clean technology industry.,https://www.crunchbase.com/organization/cleantech-invest,,1
Azimut Holding,Azimut Holding is an independent financial company that offers investment solutions to develop excellent levels of experience.,https://www.crunchbase.com/organization/azimut-enterprises-holding,,0
PULSAR,Venture capital investor and investment-consulting company,https://www.crunchbase.com/organization/pulsar-venture-capital,,0
MOOR,MOOR is an early stage Swedish venture capital firm focusing on the digital space.,https://www.crunchbase.com/organization/moor,,1
Bybit,"Bybit is a global cryptocurrency derivatives exchange designed for all retail traders, professionals, and investment institutions alike.",https://www.crunchbase.com/organization/bybit,,0
Paper Ventures,"Paper Ventures is a first-in, innovative investment firm, focusing on the ever-changing landscape of emerging technologies.",https://www.crunchbase.com/organization/paper-ventures,,0
EUREKA! Venture SGR,"EUREKA! Venture SGR is an Italian venture capital AIFM, authorized by Bank of Italy",https://www.crunchbase.com/organization/eureka-venture,,0
Old Fashion Research,Old Fashion Research is a multi-strategy blockchain investment fund.,https://www.crunchbase.com/organization/old-fashion-research,,1
Extension Fund,Extension Fund is a hybrid fund investing in Spanish early-stage technological companies through Venture Debt and Convertible Notes,https://www.crunchbase.com/organization/the-extension-fund-scr-pyme,,0
GEM Digital,GEM Digital Ltd. is a digital asset investment firm.,https://www.crunchbase.com/organization/gem-digital-ltd,,0
Cipholio Ventures,"Cipholio is a team of professional investors and analysts focusing on blockchain, token & crypto projects, and listing referrals.",https://www.crunchbase.com/organization/cipholio-ventures,,1
Tank Stream Ventures,Tank Stream Ventures is a web-technology focused fund investing in early-stage startups.,https://www.crunchbase.com/organization/tank-stream-ventures,,0
Nysnø,Nysnø is a governmental climate investment fund investing in companies that solve climate challenges.,https://www.crunchbase.com/organization/nysnø,,1
Samara Asset Group,Samara Asset Group essential investments into crypto assets and blockchain companies.,https://www.crunchbase.com/organization/cryptology-asset-group,,1
Dispatch Ventures,Dispatch Ventures Invests in Early Stage Technology Startups,https://www.crunchbase.com/organization/dispatch-ventures,,0
Chernovetskyi Investment Group,CIG is an investment company that provides venture capital funding and consulting services for startups.,https://www.crunchbase.com/organization/chernovetsky-investment-group,,0
FinRebel,From Entrepreneurs to Entrepreneurs,https://www.crunchbase.com/organization/finrebel,,0
DHS Venture Partners,DHS Venture Partners is an investment group committed to supporting the next generation of entrepreneurs.,https://www.crunchbase.com/organization/dhs-venture-partners,,0
Ask Capital,Their diversity of business areas allows you to offer its clients a comprehensive range of services in the financial area.,https://www.crunchbase.com/organization/ask-capital-2,,0
Reus Capital Partners,"Family Venture Capital Fund specialized in digital startups in seed stage.  ""We are a Super Business Angel.""",https://www.crunchbase.com/organization/reus-capital-partners,,0
VTT Ventures,VTT Ventures Ltd.’s mission is to focus on extracting value from VTT technology in developing VTT based high-tech companies with,https://www.crunchbase.com/organization/vtt-ventures,,1
Bank of Ireland,Bank of Ireland is a commercial bank operation that provides a range of banking and other financial services.,https://www.crunchbase.com/organization/bank-of-ireland,,0
RunwayFBU,An early stage VC fund that invests in software-driven technology companies built by ambitious entrepreneurs.,https://www.crunchbase.com/organization/runwayfbu,,0
Union Labs Ventures,"Founded in 2018, Union Labs is a DeepTech Seed-stage venture capital firm based in San Mateo, California.",https://www.crunchbase.com/organization/union-lab,,0
Course Corrected,Course Corrected is an early-stage venture fund backing climate tech companies with potential to become the leading businesses of tomorrow.,https://www.crunchbase.com/organization/course-corrected,,1
GLOCAL,We are the first Certified B Corp AgriFoodTech Acceleration Fund worldwide.,https://www.crunchbase.com/organization/glocal-agtech,,1
Finvolve,Finvolve operates as a joint venture of India Accelerator and Finolutions.,https://www.crunchbase.com/organization/finvolve,,0
Arcane Group,Arcane Group is a Web3 investment firm that invests in entrepreneurs and concepts that leverage and unleash the power of Web3.,https://www.crunchbase.com/organization/arcane-group,,1
Nidoco,Nidoco is a Swedish investment company.,https://www.crunchbase.com/organization/nidoco,,0
Sitka Capital,Sitka Capital is an investment vehicle that focuses on pre-seed and seed phases.,https://www.crunchbase.com/organization/sitka-capital,,0
Start Capital,Start Capital is a global venture capital company specialized in seed- and early-stage investments.,https://www.crunchbase.com/organization/start-capital,,0
Gestion De Capital Riesgo Del Pais Vasco,"GestiÃ³n de Capital Riesgo del PaÃ­s Vasco SGECR, S.A. is a venture capital entity management company founded in 1985 by the Basque",https://www.crunchbase.com/organization/gestin-de-capital-riesgo-del-pas-vasco,,0
Woori Technology Investment,"Woori Technology Investment Co., Ltd. is a venture capital firm focusing on venture capital.",https://www.crunchbase.com/organization/woori-technology-investment,,0
ODIG,We Are Reshaping Digital Infrastructure Via WEB3.0,https://www.crunchbase.com/organization/the-cabin-capital,,1
Decisive Point,"Decisive Point is a venture capital firm focused on technology for government, national security, and defense.",https://www.crunchbase.com/organization/decisive-point-8d94,,0
TRIVE,TRIVE is a venture capital firm that invest in technology startups.,https://www.crunchbase.com/organization/trivevc,,0
Not Boring,Not Boring offers strategy and investing from small to big companies.,https://www.crunchbase.com/organization/not-boring,,0
Business Angels Fund,"BAF is a venture capital firm which invests in startups, early stage companies and SMEs in Baltic region",https://www.crunchbase.com/organization/business-angels-fund,,0
Eoniq.fund,Eoniq.fund is a generalist venture capital fund that invests in firms with Spanish based founders.,https://www.crunchbase.com/organization/eoniq-fund,,0
Ludus,"Ludus finds, invests in, and nurtures the best-in-class gaming startups.",https://www.crunchbase.com/organization/ludus-9e0e,,1
Apex Capital Partners,Apex Capital Partners is a company that offers real-estate issues services.,https://www.crunchbase.com/organization/apex-capital-partners-2,,0
Google Assistant Investments,Google Assistant Investments is investing in the future of digital assistants.,https://www.crunchbase.com/organization/google-assistant-investments,,1
Kistefos Venture Capital,Kistefos Venture Capital is a venture capital investment firm.,https://www.crunchbase.com/organization/kirkland-ellis,,0
Protofund,Protofund is an early-stage venture fund investing in blockchain/web3 and consumer products.,https://www.crunchbase.com/organization/protofund,,1
OXO Labs Ltd.,"OXO Labs is an accelerator, scaling startups from the CEE region to global markets.",https://www.crunchbase.com/organization/oxo-labs-ltd,,0
Edovate Capital,Edovate Capital is a seed and early stage venture capital company that invests in the education sector.,https://www.crunchbase.com/organization/edovate-capital,,1
Alva House Capital,"Founded in 2012, Alva House Capital is a Barcelona-based venture capital company that invests in projects related to the online sector.",https://www.crunchbase.com/organization/alva-house-capital,,1
UNICEF Innovation Fund,"UNICEF Innovation Fund is a pooled funding vehicle to quickly assess, fund and grow open-source solutions.",https://www.crunchbase.com/organization/unicef-innovation-fund,,1
Life.SREDA,Life.SREDA is a Singaporean venture capital firm focused on investments in FinTech mobile and internet projects.,https://www.crunchbase.com/organization/life-sreda,,1
The Talent x Opportunity,"The Talent x Opportunity helps emerging cultural geniuses by providing them access to a new system of training, mentorship, and funding.",https://www.crunchbase.com/organization/the-talent-x-opportunity,,0
dunnhumby Ventures,"dunnhumby Ventures invests and partners with AI, data, and analytics startups in the retail and CPG ecosystem.",https://www.crunchbase.com/organization/dunnhumby-ventures,,1
JRR Group,"VC, Consulting, Acceleration of FinTech and Blockchain Startups",https://www.crunchbase.com/organization/jrr-crypto,,1
Otiva,"Equity investment company doing Series A to late growth, private and public. Agile and long-term with no fixed holding period.",https://www.crunchbase.com/organization/otiva-6c08,,0
VNT Management,"VNT Management is a venture capital management company that focuses on renewables, electrical systems, and energy savings.",https://www.crunchbase.com/organization/vnt-management,,1
3LB Seed Capital Srl,3LB Seed Capital is a private investment firm dedicated to seed investments in innovative companies and ideas in Italy and the EU.,https://www.crunchbase.com/organization/3lb-seed-capital-srl,,0
CatcherVC,CatcherVC is an investment fund dedicated to blockchain.,https://www.crunchbase.com/organization/catchervc,,1
Going Investment S.A.,Going Investment S.A. is an operational private equity and venture capital firm that invests across different industries and stages.,https://www.crunchbase.com/organization/going-capital-riesgo,,0
Friulia Finanziaria FVG,Friulia Finanziaria FVG formed by the Region of Friuli Venezia Giulia.,https://www.crunchbase.com/organization/friulia-finanziaria-fvg,,0
Growing Capital,Growing Capital is a Seed fund which invests in tech startups,https://www.crunchbase.com/organization/growing-capital,,0
Club Digitale,Club Digitale is an Italian startup accelerator focused on companies in the digital and technology sectors.,https://www.crunchbase.com/organization/club-digitale,,0
Investment AB Spiltan,"Investment AB Spiltan, a venture capital and private equity firm, provides multi stage financing to businesses based within Sweden.",https://www.crunchbase.com/organization/investment-ab-spiltan,,0
Columbus Venture Partners,Columbus Venture Partners is an independent venture capital that invests in early-stage opportunities in the life science industry.,https://www.crunchbase.com/organization/columbus-venture-partners,,1
Pace Capital,Pace Capital is an early-stage venture capital firm focused on series A investments.,https://www.crunchbase.com/organization/pace-capital,,0
Solus Capital,Solus Capital is a seed & early growth VC investment company,https://www.crunchbase.com/organization/solus-capital,,0
Parallax Ventures,"Founded in 2018 and headquartered in Sao Paulo, Parallax Ventures is a Fintech-focused top quartile VC.",https://www.crunchbase.com/organization/parallax-ventures,,1
The Net street,The Net Street is a Corporate Venturing consultancy and M&A TMT boutique,https://www.crunchbase.com/organization/the-net-street,,0
Conor Seed Capital Fund,Conor Fund is a seed funding VC with entrepreneurs on board in Hungary Central Europe.,https://www.crunchbase.com/organization/conor-fund,,0
Fouriertransform,Fouriertransform is helping to strengthen the Swedish manufacturing industry. Fouriertransform’s strategy is to invest capital and be an,https://www.crunchbase.com/organization/fouriertransform,,0
TIM Ventures,"TIM Ventures prefers to invest in the internet, digital life, mobile evolution, e-learning, and green technology sectors.",https://www.crunchbase.com/organization/tim-ventures,,0
Wave Capital,Wave is a venture firm that specializes in marketplaces.,https://www.crunchbase.com/organization/wave-capital,,0
Antler Australia,Antler is a global early-stage VC helping build the defining companies of tomorrow by investing in the most exceptional people in Australia.,https://www.crunchbase.com/organization/antler-australia,,0
Boreal Ventures,"Boreal Ventures invests in science-based startups across Canada, from their early stages to their growth stage.",https://www.crunchbase.com/organization/boreal-ventures,,0
Navigare Ventures,Navigare Ventures is an early-stage investor specialized in science-driven companies.,https://www.crunchbase.com/organization/navigare-ventures,,0
101 Startups,101Startups is an investment firm based in Spain that specializes in early-stage startup companies.,https://www.crunchbase.com/organization/101-startups,,0
Arkwright X,"Investing in ambitious, early-stage B2B tech startups in the Nordics",https://www.crunchbase.com/organization/arkwright-x,,0
NetEase Capital,NetEase Capital is the venture arm of NetEase and looks at early-stage VC investments in the technology sector around the world.,https://www.crunchbase.com/organization/netease-capital,,0
Ricari,"Ricari, Desarrollo de Inversiones Riojanas S.A.",https://www.crunchbase.com/organization/ricari-2,,0
Första Entreprenörsfonden,The fund that invests in early-growth companies with strong entrepreneurial teams,https://www.crunchbase.com/organization/frsta-entreprenrsfonden,,0
IoTeX,IoTeX is a modular Web3 infrastructure platform connecting smart devices and real-world data to blockchains.,https://www.crunchbase.com/organization/iotex,,1
Genesis Ventures,Genesis Ventures is a venture capital firm that seeks to invest in entrepreneurs with a global ambition.,https://www.crunchbase.com/organization/genesis-ventures-2604,,0
NEA Partners,NEA Partners is a Swedish investment company founded in 2017 with the idea of ​​combining the best of entrepreneurship.,https://www.crunchbase.com/organization/nea-partners,,0
Benson Oak Ventures,Benson Oak Ventures is a buy-out and growth equity investment firm that provides financial support to small and mid-size enterprises.,https://www.crunchbase.com/organization/benson-oak-capital,,0
Canaan Valley Capital,Canaan Valley is a venture and growth equity firm providing capital to Asia (non-China) cutting edge technology and media companies.,https://www.crunchbase.com/organization/canaan-valley-capital,,0
SBXi,Backing MIT alumni-founded companies at any stage.,https://www.crunchbase.com/organization/sbxi,,0
Black River Ventures,Black River Ventures is an early and growth stage VC firm focused on European market,https://www.crunchbase.com/organization/black-river-ventures-5,,0
Primus Capital,Primus Capital enables ambitious and innovative companies in the technology and services sectors to realize their full business potential.,https://www.crunchbase.com/organization/primus-capital-management,,0
"Stockholm Business Angels, STOAF",STOAF is an early stage investment company that backs deep technology ventures.,https://www.crunchbase.com/organization/stockholm-business-angels-stoaf,,0
Vershina Capital,"Vershina Capital is a venture capital fund with the focus on early-stage startups in online education, foodtech, e-commerce and saas models.",https://www.crunchbase.com/organization/vershina-capital,,1
Collector Ventures,"Collector Ventures is the investment vehicle of of Collector Bank, founded by Lena Apler.",https://www.crunchbase.com/organization/collector-ventures,,0
AC Capital,dedicated to discovering unicorns,https://www.crunchbase.com/organization/ac-capital,,0
EFG EV Fintech,EFG EV Fintech is investing in startups and bolstering the Fintech ecosystem in the process.,https://www.crunchbase.com/organization/efg-ev,,1
Sociedad Regional de Promocion del Principado de Asturias,La SRP del Principado de Asturias opera en el mercado del capital riesgo y actúa como organismo de promoción económica desde 1984,https://www.crunchbase.com/organization/sociedad-regional-de-promocion-del-principado-de-asturias,,0
Norrlandsfonden,"Norrlandsfonden is a trust fund, develops companies across all industries from production industry and tourism to IT and biotechnology.",https://www.crunchbase.com/organization/norrlandsfonden,,1
Avisa Ventures,Avisa Ventures is a venture capital firm that invests in the blockchain sector.,https://www.crunchbase.com/organization/avisa-venture,,1
Fomocraft Ventures,Fomocraft Ventures collaborates with crypto startups to launch their entrepreneurial dreams.,https://www.crunchbase.com/organization/fomocraft-ventures,,1
Inlandsinnovation,Inland Innovation is a state-owned venture capital firm that invests in growth companies in all industries in northern Sweden.,https://www.crunchbase.com/organization/inlandsinnovation,,0
Kraken,"Kraken is a cryptocurrency exchange platform that provides parachain auctions, staking, and index services.",https://www.crunchbase.com/organization/kraken,,1
Angelini Ventures,Angelini Ventures is an investment firm.,https://www.crunchbase.com/organization/angelini-ventures,,0
Nekko Capital,Nekko Capital manages venture capital funds targeting digital transformation companies in early stage (pre-seed & seed),https://www.crunchbase.com/organization/nekko-capital,,0
Everse Capital,Everse Capital advocates being one of the astute firms transforming the digital ecosystem.,https://www.crunchbase.com/organization/everse-capital,,1
Morro Ventures,Morro Ventures is a Puerto Rico-based institutional early-stage venture capital firm investing in technology companies.,https://www.crunchbase.com/organization/morro-ventures,,0
Legends Group,Legends Group is a VC fund and a company that helps to onboard users from web2 to web3.,https://www.crunchbase.com/organization/legends-group,,1
Born Capital,"Born Capital is a venture capital firm investing in emerging technology (like AI, RPA, Cloud & Big Data) to empower the CFO #CFOTech.",https://www.crunchbase.com/organization/born-capital-partners,,0
Aligned Partners,Aligned Partners is a venture capital firm that offers venture capital expertise to its portfolio companies.,https://www.crunchbase.com/organization/aligned-partners,,0
Azimut Digitech Fund,Azimut Digitech Fund Was created as part of a partnership with the Gellify Group.,https://www.crunchbase.com/organization/azimut-digitech-fund,,0
Smartup Ventures,"SmartUp is an early stage VC focused on fashion, financial, enterprise, healthcare, internet, and mobile startups.",https://www.crunchbase.com/organization/smartup-venture,,0
Granpool Innovative Investments,Granpool Innovative Investments is a trusted partner of entrepreneurs.,https://www.crunchbase.com/organization/granpool,,0
Pinama Investment,Pinama Investment is a micro-venture fund focused on investment opportunities with high growth potential and return.,https://www.crunchbase.com/organization/pinama-investment,,0
Almi Invest GreenTech,Almi Invest GreenTech is a venture capital company and an active start-up investor.,https://www.crunchbase.com/organization/almi-invest-greentech,,0
Stella Maris Partners,Stella Maris Partners is a Venture Capital fund focused on investments in companies with a real social impact.,https://www.crunchbase.com/organization/stella-maris-partners,,0
Sting Capital,Sting Capital provides financial support to companies in the initial phases of development and is a Swedish venture capital fund.,https://www.crunchbase.com/organization/sting-capital,,0
VenturCap,VentureCap is a venture capital fund that caters to startups in their growth phase.,https://www.crunchbase.com/organization/venturcap,,0
Orza Investments,"Orza is a direct investment firm, owned equally by two Basque pension funds, Geroa and Elkarkidetza.",https://www.crunchbase.com/organization/orza-investments,,0
Alliance Ventures,Alliance Ventures is a strategic venture capital fund of Renault-Nissan-Mitsubishi.,https://www.crunchbase.com/organization/alliance-ventures,,0
Creas,Creas is an impact fund that focuses on investing in social enterprises in their growth stage.,https://www.crunchbase.com/organization/creas-b9fd,,1
HCapital Partners,HCapital is a Portuguese private equity and venture capital firm,https://www.crunchbase.com/organization/hcapital,,0
Awesome People Ventures,Awesome People Ventures operates as a ventures capital firm.,https://www.crunchbase.com/organization/awesome-people-ventures,,0
Lugard Road Capital,"Lugard Road Capital is a venture capital firm that invests primarily in the Internet, software, consumer, and technology sectors.",https://www.crunchbase.com/organization/lugard-road-capital,,0
Freesearch Ventures,Late-seed venture capital fund investing in IT startups with global ambitions,https://www.crunchbase.com/organization/freesearch-ventures,,0
A.Partners,"A.Partners is a Seed to Series A venture capital firm, supporting exceptional entrepreneurs with strong vision.",https://www.crunchbase.com/organization/a-partners,,0
CDTI Innovación's INNVIERTE program,"CDTI Innovación's INNVIERTE program is part of the Spanish Science, Technology and Innovation Strategy.",https://www.crunchbase.com/organization/cdti-innovación-s-innvierte-program,,0
The Lab Ventures,"The Lab Ventures is startup creation hub that proffers assistance in resources, experience & advice for entrepreneurial ideas.",https://www.crunchbase.com/organization/the-lab-ventures,,0
Alta Life Sciences,Alta Life Sciences is a leading multistage venture capital investment firm in Spain.,https://www.crunchbase.com/organization/alta-life-sciences,,0
A195 Capital,A195 Capital is an investment firm committed to providing capital to early-stage digital asset projects.,https://www.crunchbase.com/organization/a195-capital,,0
RElab,RElab is a 14-week mentor and pilot led accelerator programme.,https://www.crunchbase.com/organization/relab,,0
Pathena,Pathena is an investment firm engaged on boosting the success of information technology and digital biomedical companies.,https://www.crunchbase.com/organization/pathena,,0
WISENEXT,WiseNext is a venture and smart capital investment company,https://www.crunchbase.com/organization/wisenext,,0
Kereon Partners,Kereon Partners is a Madrid-based investment company that offers restructuring and support services to business projects.,https://www.crunchbase.com/organization/kereon-partners,,0
Avançsa,Private equity arm of Generalitat de Catalunya .,https://www.crunchbase.com/organization/avancsa,,0
Forward Slash Capital,Forward Slash Capital is a venture capital firm that invests in early-stage companies.,https://www.crunchbase.com/organization/forward-slash-capital,,0
OXO Technologies Holding,OXO Technologies Holding is an investment firm that focuses on tech sector in Europe.,https://www.crunchbase.com/organization/OXO-technologies-holding,,0
Valve Ventures,Valve Ventures is a Helsinki-based angel and early-stage venture investor.,https://www.crunchbase.com/organization/valve-ventures,,0
Fitalent,Fitalent (Everis) is a venture capital firm that invests in technology companies.,https://www.crunchbase.com/organization/fitalent,,0
Polsky Center at the University of Chicago,UChicagoTech launched the Innovation Fund in 2010 to accelerate the commercialization of promising.,https://www.crunchbase.com/organization/the-university-of-chicago-innovation-fund,,0
Stena Sessan,Stena Sessan is an investment company that focuses on businesses with the potential to develop and grow.,https://www.crunchbase.com/organization/stena-sessan,,0
IH1,IH1 is company that invest in the startups created by Mamazen Startup Studio,https://www.crunchbase.com/organization/ih1,,0
PranaVentures,Prana Ventures is an operational venture capital fund focused on seed and pos-seed investment,https://www.crunchbase.com/organization/prana-ventures,,0
The Techshop,The Techshop is a venture capital and private equity firm that invests in B2B digital startups.,https://www.crunchbase.com/organization/the-techshop,,0
DC Ventures,DC Ventures is an early-stage focused Venture Capital and Startup advisory firm.,https://www.crunchbase.com/organization/dc-ventures,,0
Beat Ventures,Beat Ventures invests in people-centered technology companies reshaping the future of work.,https://www.crunchbase.com/organization/beat-ventures,,0
Folkeinvest,Folkeinvest is a digital investment firm that facilitates investment in start-up companies.,https://www.crunchbase.com/organization/folkeinvest,,0
CRB Inverbío,CRB Inverbío is an investment company.,https://www.crunchbase.com/organization/crb-inverbo,,0
Futurum Capital,"Futurum Capital creates, invests and develops businesses that use technology in strategic ways.",https://www.crunchbase.com/organization/futurum-capital,,0
YTWO,blockchain venture capital company,https://www.crunchbase.com/organization/ytwo,,1
3T Invest,3T Invest started an interesting and fulfilling journey back in 2009.,https://www.crunchbase.com/organization/3t-invest,,0
LEVELS - The Venture Studio,"Levels venture studio builds excellent ideas into successful businesses by co-founding, investing, and sharing both risk and upside.",https://www.crunchbase.com/organization/levels-066e,,0
Sitra,"Sitra is an investment arm of Sitra specializing in investments in seed, start-ups, early stage opportunities, and other funds.",https://www.crunchbase.com/organization/sitra,,0
Effective Investments,Effective Investments Group is a private equity fund. The corporate center of the group of companies operates in various areas.,https://www.crunchbase.com/organization/effective-investments,,0
Nuclio Venture Builder,Nuclio is a Venture Builder that creates startups based on business ideas validated in other markets.,https://www.crunchbase.com/organization/nuclio,,0
QED,QED is an investment firm that specializes in the fields of venture capital and financial management.,https://www.crunchbase.com/organization/qed-a8fc,,0
Sandwater,"Sandwater fund accelerating, ambitious companies to make an impact that matters.",https://www.crunchbase.com/organization/sandwater,,0
Hashed Emergent,Hashed Emergent is an early stage venture capital fund focused on investing in companies.,https://www.crunchbase.com/organization/hashed-emergent,,0
Davoa Capital,Davoa Capital invests in projects that will shape the financial services of tomorrow.,https://www.crunchbase.com/organization/davoa-capital,,0
Emerson Ventures,Emerson Ventures is a corporate venture capital arm of Emerson.,https://www.crunchbase.com/organization/emerson-ventures,,0
Prefix Capital,"Prefix Capital is an early-stage, deep-tech VC that invests in foundational technologies.",https://www.crunchbase.com/organization/prefix-capital,,0
Spike Ventures,Spike Ventures is a VC fund that invests in Stanford-connected companies.,https://www.crunchbase.com/organization/spike-ventures,,0
Talent Venture Group,Talent Venture Group (TVG) is a fast-growing investor and venture creator in the HR and Talent Tech space,https://www.crunchbase.com/organization/talent-venture-group,,1
Midroc New Technology,The area of New Technologies is highly interesting to us. The companies in this area are often relatively small and new. Midroc has an,https://www.crunchbase.com/organization/midroc-new-technology,,0
Four Seasons Ventures,"Four Seasons Ventures, a private equity firm, moves technologies from the U.S. government research agency labs into the private sector.",https://www.crunchbase.com/organization/four-seasons-ventures,,0
Norselab,Norselab is a leading Nordic impact investment platform.,https://www.crunchbase.com/organization/norselab---digital-entrepreneurs,,0
AlphaCrypto Capital,AlphaCrypto Capital invests in an early stage blockchain companies.,https://www.crunchbase.com/organization/alphacrypto-capital,,1
ROK Capital,ROK Capital is a multi-strategy fund with an in-house services arm that helps portfolio companies to grow from 0 to 1 in the Korean Market.,https://www.crunchbase.com/organization/rok-capital,,0
Gullspång Invest,Gullspång Invest is a Stockholm based family office with a long-term investment philosophy.,https://www.crunchbase.com/organization/gullspång-invest-llc,,0
F+ Ventures,F+ Ventures invests in technologies and business model innovations that transform the transportation systems.,https://www.crunchbase.com/organization/f-ventures,,1
PunktB,"PunktB is an investment firm based in Stockholm, Sweden doing primarily early stage investments.",https://www.crunchbase.com/organization/punktb,,0
EGIAD Angels,EGIAD Angels Investment Network is an entrepreneur support system established by Aegean Young Business People Association.,https://www.crunchbase.com/organization/egi-ad,,0
Wayra Hispam,"Wayra Hispam is the investment arm, open innovation and support for entrepreneurship of Telefónica Movistar in Latin America",https://www.crunchbase.com/organization/wayra-hispam,,0
"CASTIVENTURES, S.L.","CastiVentures is a startup investment fund focused on tech companies, in early stages and with valuations of between 2 and 3 million Euros.",https://www.crunchbase.com/organization/castiventures-s-l,,0
A11 Venture,"A11-Venture invests in startups during seed mainly in the fields of robotics, automation, mechatronics, cleantech, web and IT",https://www.crunchbase.com/organization/a11-venture,,1
Toubkal Partners,"Toubkal Partners is a Spanish investment firm focused on investments in consumer good, technology, and financial industries.",https://www.crunchbase.com/organization/toubkal-partners,,1
Castel Capital,An investment group offering private equity and investment solutions,https://www.crunchbase.com/organization/castel-capital,,0
WannaBiz,"WannaBiz is an angel seed fund, aims to build and develop global projects in line with the competitive market.",https://www.crunchbase.com/organization/wannabiz,,0
Grupo Zriser,"Grupo Zriser is a Valencia-based investment group specialized in capital markets, corporate acquisitions, and real estate investments.",https://www.crunchbase.com/organization/zriser,,0
